No;ID_cliente;Departamento ;Sexo;Jubilado;Socio;Empleado;Meses_alta;Servicio_telefonico;Lineas_multiples;Servicio_Internet;Seguridad_Online;CopiaSeguridad_Online;Proteccion_dispositivo;Soporte_tecnico;Television_carta;Peliculas_carta;Contrato;Factura_digital;Metodo_pago;Gasto_mensual;Gasto_total;Abandono;meses_alta_cut 
3986;7130-CTCUS;Santander;Male;1;Yes;No;16;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);54.55;825.1;No;jun-18
3987;6242-FEGFD;Huila;Male;0;Yes;No;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;96.6;6424.25;No;60+
3988;7625-XCQRH;Bogotá;Female;0;No;No;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76.5;837.95;Yes;jun-18
3989;6194-HBGQN;Boyacá;Male;0;No;No;51;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);81.15;4126.2;No;42-60
3990;7634-WSWDB;Valle del Cauca;Female;0;No;Yes;8;No;No phone service;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;38.5;330.8;No;jun-18
3991;6986-IXNDM;Valle del Cauca;Male;0;No;No;14;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;92.9;1337.45;No;jun-18
3992;1731-TVIUK;Valle del Cauca;Female;0;No;No;4;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;93.5;362.2;Yes;1-jun
3993;2987-BJXIK;Huila;Female;0;No;No;70;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Mailed check;84.7;5991.05;No;60+
3994;9769-TSBZE;Santander;Female;0;No;Yes;70;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Electronic check;66;4891.5;No;60+
3995;0406-BPDVR;Antioquia;Female;1;Yes;No;54;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);101.5;5373.1;Yes;42-60
3996;0618-XWMSS;Valle del Cauca;Male;0;No;Yes;28;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74.9;2068.55;Yes;18-42
3997;1395-WSWXR;Amazonas;Male;0;No;No;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.75;487.05;No;18-42
3998;6023-GSSXW;Amazonas;Female;0;Yes;No;69;Yes;No;DSL;No;Yes;No;No;No;Yes;Two year;Yes;Credit card (automatic);61.45;4131.2;No;60+
3999;6752-APNJL;Huila;Male;0;Yes;Yes;42;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;54.5;2301.15;No;18-42
4000;5276-KQWHG;Bogotá;Female;1;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.6;131.65;Yes;1-jun
4001;0420-HLGXF;Boyacá;Female;1;No;No;39;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99.75;4036;No;18-42
4002;7446-KQISO;Bogotá;Male;0;Yes;Yes;45;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);109.75;4900.65;No;42-60
4003;9823-EALYC;Amazonas;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);80.85;5727.45;No;60+
4004;0582-AVCLN;Vichada;Female;0;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.3;743.05;No;18-42
4005;5803-NQJZO;Huila;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);67.8;4804.65;No;60+
4006;2565-JSLRY;Amazonas;Male;0;No;No;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;24.05;24.05;Yes;<1
4007;2607-DHDAK;Vichada;Male;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19.8;1414.65;No;60+
4008;1073-XXCZD;Vaupés;Male;0;Yes;No;55;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25.7;1443.65;No;42-60
4009;0743-HRVFF;Valle del Cauca;Female;0;Yes;Yes;51;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;56.15;2898.95;No;42-60
4010;4006-HKYHO;Atlántico;Male;0;No;No;63;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);86.7;5309.5;No;60+
4011;3727-JEZTU;Amazonas;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.4;20.4;No;<1
4012;8143-ETQTI;Vaupés;Female;0;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19.65;451.55;No;18-42
4013;6689-KXGBO;Vichada;Female;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;50.55;50.55;Yes;<1
4014;9667-TKTVZ;Huila;Female;0;No;No;2;Yes;Yes;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;54.35;117.05;No;1-jun
4015;3657-COGMW;Valle del Cauca;Female;1;No;No;52;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);108.1;5839.3;No;42-60
4016;8570-KLJYJ;Bogotá;Female;0;No;No;36;Yes;Yes;DSL;Yes;No;No;No;No;No;One year;No;Mailed check;54.45;1893.5;No;18-42
4017;7754-IXRMC;Huila;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45.35;45.35;No;<1
4018;9473-CBZOP;Huila;Female;0;No;No;28;Yes;Yes;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;59;1654.45;No;18-42
4019;2969-WGHQO;Boyacá;Female;0;Yes;Yes;7;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Electronic check;69.45;477.05;No;jun-18
4020;6615-NGGZJ;Huila;Male;0;No;No;14;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.55;1415.55;Yes;jun-18
4021;4334-HOWRP;Vichada;Male;1;Yes;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);64.95;4546;No;60+
4022;4255-DDUOU;Vichada;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.5;20.5;Yes;<1
4023;5863-OOKCL;Amazonas;Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;18.85;163.2;No;jun-18
4024;1686-STUHN;Amazonas;Male;0;No;No;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.8;849.9;No;18-42
4025;1329-VHWNP;Huila;Female;0;No;No;7;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);25.05;189.95;No;jun-18
4026;2984-MIIZL;Santander;Male;0;No;No;4;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74.8;321.9;Yes;1-jun
4027;0266-GMEAO;Santander;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);114.3;8058.55;No;60+
4028;5590-YRFJT;Santander;Female;0;Yes;No;20;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24.45;482.8;Yes;18-42
4029;5574-NXZIU;Boyacá;Male;0;No;No;63;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);109.2;7049.75;No;60+
4030;0019-GFNTW;Amazonas;Female;0;No;No;56;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);45.05;2560.1;No;42-60
4031;4256-ZWTZI;Vichada;Female;0;No;Yes;5;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;51;286.8;No;1-jun
4032;8309-PPCED;Bogotá;Female;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);110.45;7982.5;No;60+
4033;4098-NAUKP;Boyacá;Male;1;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;84.65;5683.6;No;60+
4034;5196-WPYOW;Santander;Male;0;Yes;Yes;67;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;60.05;3994.05;No;60+
4035;4608-LCIMN;Bogotá;Male;0;Yes;Yes;8;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);44.65;369.15;No;jun-18
4036;1485-YDHMM;Atlántico;Male;0;Yes;Yes;52;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);93.25;4631.7;No;42-60
4037;4054-CUMIA;Amazonas;Female;0;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.25;401.95;No;jun-18
4038;0603-TPMIB;Vichada;Female;0;Yes;Yes;59;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25.45;1534.05;No;42-60
4039;2525-GVKQU;Vichada;Female;0;No;No;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.6;1093;No;42-60
4040;8161-QYMTT;Valle del Cauca;Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.1;701.3;No;jun-18
4041;9581-GVBXT;Boyacá;Male;0;Yes;Yes;59;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;34.8;1980.3;No;42-60
4042;5862-BRIXZ;Boyacá;Male;0;No;No;46;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);60.75;2893.4;No;42-60
4043;5404-GGUKR;Huila;Male;0;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;51.35;262.3;No;1-jun
4044;3308-JSGML;Antioquia;Male;1;Yes;No;59;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);64.05;3886.85;No;42-60
4045;2126-GSEGL;Amazonas;Female;0;Yes;No;70;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);84.8;5917.55;No;60+
4046;3677-TNKIO;Boyacá;Female;0;No;No;14;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);71;914;Yes;jun-18
4047;0440-QEXBZ;Boyacá;Female;0;No;No;44;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;50.15;2139.1;No;42-60
4048;2434-EEVDB;Bogotá;Female;0;Yes;No;64;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);94.6;5948.7;No;60+
4049;6762-QVYJO;Huila;Female;0;Yes;Yes;58;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;59.75;3624.35;No;42-60
4050;6199-IWKGC;Bogotá;Female;1;Yes;No;46;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;No;Electronic check;100.25;4753.85;No;42-60
4051;2675-DHUTR;Santander;Male;1;Yes;No;58;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98.9;5780.7;No;42-60
4052;8152-VETUR;Bogotá;Female;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Credit card (automatic);97.7;6869.7;No;60+
4053;9667-EQRXU;Santander;Female;1;No;No;30;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;40.3;1172.95;Yes;18-42
4054;7446-YPODE;Antioquia;Male;1;No;No;11;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);60.25;662.95;No;jun-18
4055;9522-BNTHX;Bogotá;Female;1;No;No;34;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;56.25;1765.95;No;18-42
4056;4676-WLUHT;Bogotá;Male;0;No;No;54;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Two year;No;Bank transfer (automatic);46.2;2431.95;No;42-60
4057;3329-WDIOK;Huila;Female;0;No;No;3;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;50.6;155.35;Yes;1-jun
4058;7980-MHFLQ;Vaupés;Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24.9;1859.2;No;60+
4059;2873-ZLIWT;Bogotá;Female;0;Yes;Yes;40;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;84.85;3303.05;Yes;18-42
4060;3415-TAILE;Valle del Cauca;Female;0;Yes;Yes;2;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;65.7;134.35;Yes;1-jun
4061;0757-WCUUZ;Huila;Male;0;Yes;Yes;54;Yes;Yes;DSL;No;No;Yes;No;No;Yes;Two year;No;Credit card (automatic);63.35;3409.1;No;42-60
4062;1629-DQQVB;Vichada;Female;0;No;No;14;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);50.1;709.5;No;jun-18
4063;1915-IOFGU;Atlántico;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70.5;70.5;Yes;<1
4064;3045-XETSH;Santander;Female;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;94.85;953.45;Yes;jun-18
4065;0374-AACSZ;Antioquia;Female;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;50.15;50.15;No;<1
4066;7239-HZZCX;Vichada;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.75;19.75;Yes;<1
4067;4872-VXRIL;Vichada;Male;0;No;No;56;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);64.65;3665.55;No;42-60
4068;9140-CZQZZ;Vichada;Female;0;Yes;No;68;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);79.6;5515.8;No;60+
4069;3423-HHXAO;Vichada;Female;0;Yes;Yes;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19.5;272;No;jun-18
4070;9938-TKDGL;Valle del Cauca;Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Electronic check;99.55;6668;No;60+
4071;0531-ZZJWQ;Atlántico;Male;1;Yes;No;55;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74;4052.4;No;42-60
4072;6537-QLGEX;Bogotá;Female;0;No;No;16;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;38.9;664.4;No;jun-18
4073;2688-BHGOG;Bogotá;Male;1;No;No;9;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;79.55;718.55;No;jun-18
4074;7683-CBDKJ;Bogotá;Male;0;Yes;Yes;14;Yes;No;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;65.45;937.6;Yes;jun-18
4075;0946-CLJTI;Huila;Male;1;Yes;No;58;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;98.7;5812.6;Yes;42-60
4076;3160-TYXLT;Huila;Male;0;No;No;53;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);46.3;2546.85;No;42-60
4077;1325-USMEC;Valle del Cauca;Male;0;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);99.35;6944.5;No;60+
4078;0916-QOFDP;Huila;Female;1;Yes;Yes;14;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.8;1346.3;No;jun-18
4079;0628-CNQRM;Bogotá;Male;0;Yes;Yes;22;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);67.5;1544.05;Yes;18-42
4080;5606-AMZBO;Boyacá;Female;0;Yes;No;10;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);78.15;765.15;No;jun-18
4081;6199-IPCAO;Vichada;Female;0;Yes;Yes;29;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;26.1;692.55;No;18-42
4082;7665-TOALD;Bogotá;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.6;69.6;Yes;<1
4083;0112-QWPNC;Antioquia;Male;0;Yes;No;49;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;84.35;4059.35;Yes;42-60
4084;0324-BRPCJ;Santander;Female;1;Yes;No;68;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.2;6851.65;Yes;60+
4085;2777-PHDEI;Bogotá;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;78.05;78.05;Yes;<1
4086;5640-CAXOA;Santander;Female;0;No;No;30;No;No phone service;DSL;No;No;No;Yes;No;Yes;One year;Yes;Credit card (automatic);40.35;1187.05;No;18-42
4087;2235-EZAIK;Amazonas;Female;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);79.2;5401.9;No;60+
4088;3847-BAERP;Vaupés;Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.9;247;No;jun-18
4089;1196-AMORA;Bogotá;Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;73.6;520;Yes;jun-18
4090;4282-YMKNA;Valle del Cauca;Female;0;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.75;706.6;Yes;jun-18
4091;1453-RZFON;Vichada;Female;0;No;Yes;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;49.9;49.9;No;<1
4092;8263-OKETD;Santander;Female;0;No;No;20;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);68.9;1370.35;No;18-42
4093;0670-KDOMA;Amazonas;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.25;20.25;No;<1
4094;2476-YGEFM;Boyacá;Female;0;No;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);76;2215.25;No;18-42
4095;8687-BAFGU;Antioquia;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;74;74;No;<1
4096;0641-EVBOJ;Antioquia;Male;0;No;No;3;Yes;No;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;82.3;214.4;No;1-jun
4097;0829-XXPLX;Valle del Cauca;Female;0;No;No;20;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);89.4;1871.15;No;18-42
4098;9974-JFBHQ;Atlántico;Male;0;No;Yes;64;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99.15;6171.2;No;60+
4099;5356-RHIPP;Vichada;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.2;20.2;Yes;<1
4100;6624-JDRDS;Huila;Female;0;No;No;6;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);29.45;161.45;No;1-jun
4101;0608-JDVEC;Vichada;Male;0;Yes;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;19.8;1013.2;No;42-60
4102;9780-FKVVF;Huila;Male;0;No;No;6;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);59.15;336.7;No;1-jun
4103;1919-RTPQD;Bogotá;Male;0;Yes;Yes;7;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44.75;333.65;No;jun-18
4104;5214-NLTIT;Bogotá;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);90.8;6511.8;No;60+
4105;3345-PBBFH;Amazonas;Male;0;Yes;No;8;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);49.55;393.45;No;jun-18
4106;5055-BRMNE;Santander;Female;0;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);106.7;7009.5;No;60+
4107;9189-JWSHV;Valle del Cauca;Female;1;Yes;No;24;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93.55;2264.05;Yes;18-42
4108;2190-PHBHR;Huila;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Two year;Yes;Credit card (automatic);94.45;6921.7;No;60+
4109;2650-GYRYL;Amazonas;Male;0;Yes;Yes;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19.45;600.25;No;18-42
4110;0746-JTRFU;Atlántico;Male;0;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25.05;56.35;Yes;1-jun
4111;5208-FVQKB;Santander;Male;0;Yes;No;70;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;No;Mailed check;67.95;4664.15;No;60+
4112;7184-LRUUR;Antioquia;Female;0;No;No;22;Yes;No;DSL;No;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);65.25;1441.8;No;18-42
4113;6627-CFOSN;Bogotá;Female;0;No;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);99.45;5623.7;No;42-60
4114;3982-JGSFD;Vichada;Male;0;No;No;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20.35;695.85;No;18-42
4115;1574-DYCWE;Amazonas;Female;0;Yes;Yes;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.95;1028.75;No;42-60
4116;7247-XOZPB;Huila;Male;0;Yes;No;53;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);77.4;4155.95;No;42-60
4117;2466-FCCPT;Guainía;Female;0;Yes;Yes;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.7;395.6;No;18-42
4118;6211-WWLTF;Atlántico;Male;0;Yes;No;63;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);99.7;6330.4;No;60+
4119;4826-TZEVA;Atlántico;Female;0;No;No;40;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);74.8;2971.7;No;18-42
4120;6016-NXBNJ;Amazonas;Male;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19.15;638;No;18-42
4121;9138-EFSMO;Boyacá;Male;0;Yes;Yes;26;Yes;No;Fiber optic;No;No;No;No;No;Yes;One year;No;Bank transfer (automatic);78.95;2034.25;No;18-42
4122;0576-WNXXC;Huila;Male;1;Yes;No;27;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;95.55;2510.2;Yes;18-42
4123;4632-XJMEX;Vichada;Male;0;No;Yes;53;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);62.85;3419.5;No;42-60
4124;8910-LEDAG;Huila;Male;1;Yes;No;34;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);71.55;2427.35;No;18-42
4125;3452-GWUIN;Boyacá;Female;1;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.95;1760.25;No;18-42
4126;2716-GFZOR;Atlántico;Male;0;Yes;No;43;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);86.1;3551.65;No;42-60
4127;3724-UCSHY;Vichada;Male;0;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.55;122.9;No;1-jun
4128;8626-XHBIE;Amazonas;Male;0;No;Yes;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24.8;1424.2;No;42-60
4129;4628-CTTLA;Huila;Male;0;No;No;57;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;39.3;2111.45;Yes;42-60
4130;3192-LNKRK;Santander;Male;0;Yes;Yes;34;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;84.05;2909.95;No;18-42
4131;4439-YRNVD;Bogotá;Female;0;No;No;10;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;36.25;374;No;jun-18
4132;2876-VBBBL;Vichada;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.25;20.25;Yes;<1
4133;6834-NXDCA;Boyacá;Female;0;No;No;13;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;23.9;300.8;Yes;jun-18
4134;2208-UGTGR;Huila;Male;0;No;No;56;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;98.6;5581.05;No;42-60
